,Year,Series,Value
Ecuador,2015,Consumer price index: Food,125.1951
Ecuador,2016,Consumer price index: Food,128.3696
Ecuador,2017,Consumer price index: Food,129.0109
Ecuador,2018,Consumer price index: Food,126.9066
Egypt,1995,Consumer price index: General,36.5593
Egypt,2005,Consumer price index: General,57.7573
Egypt,2010,Consumer price index: General,100
Egypt,2015,Consumer price index: General,156.803
Egypt,2016,Consumer price index: General,178.457
Egypt,2017,Consumer price index: General,231.1053
Egypt,2015,Consumer price index: Food,194.05
Egypt,2016,Consumer price index: Food,226.375
Egypt,2017,Consumer price index: Food,313.8917
Egypt,2018,Consumer price index: Food,355.65
El Salvador,1995,Consumer price index: General,59.182
El Salvador,2005,Consumer price index: General,84.2404
El Salvador,2010,Consumer price index: General,100
El Salvador,2015,Consumer price index: General,108.1905
El Salvador,2016,Consumer price index: General,108.844
El Salvador,2017,Consumer price index: General,109.9459
El Salvador,2018,Consumer price index: General,111.1446
El Salvador,2016,Consumer price index: Food,119.2551
El Salvador,2017,Consumer price index: Food,119.4475
Equatorial Guinea,1995,Consumer price index: General,45.8022
Equatorial Guinea,2005,Consumer price index: General,77.4781
Equatorial Guinea,2010,Consumer price index: General,100
Equatorial Guinea,2015,Consumer price index: General,118.6177
Equatorial Guinea,2016,Consumer price index: General,120.2925
Equatorial Guinea,2017,Consumer price index: General,121.1879
Equatorial Guinea,2010,Consumer price index: Food,100
Equatorial Guinea,2015,Consumer price index: Food,123.3787
Equatorial Guinea,2016,Consumer price index: Food,118.3734
Equatorial Guinea,2017,Consumer price index: Food,120.2625
Estonia,1995,Consumer price index: General,42.0028
Estonia,2005,Consumer price index: General,79.1094
Estonia,2010,Consumer price index: General,100
Estonia,2015,Consumer price index: General,111.4748
Estonia,2016,Consumer price index: General,111.6432
Estonia,2017,Consumer price index: General,115.4519
Estonia,2018,Consumer price index: General,119.4133
Estonia,2005,Consumer price index: Food,77.1026
Estonia,2010,Consumer price index: Food,100
Estonia,2015,Consumer price index: Food,117.9886
Estonia,2016,Consumer price index: Food,117.65
Estonia,2017,Consumer price index: Food,124.7743
Estonia,2018,Consumer price index: Food,128.6008
Eswatini,1995,Consumer price index: General,34.3024
Eswatini,2005,Consumer price index: General,69.4559
Eswatini,2010,Consumer price index: General,100
Eswatini,2015,Consumer price index: General,135.4152
Eswatini,2016,Consumer price index: General,146.0416
Eswatini,2017,Consumer price index: General,155.1273
Eswatini,2015,Consumer price index: Food,113.5727
Eswatini,2016,Consumer price index: Food,130.6874
Eswatini,2017,Consumer price index: Food,139.972
Ethiopia,1995,Consumer price index: General,36.5834
Ethiopia,2005,Consumer price index: General,44.8456
Ethiopia,2010,Consumer price index: General,100
Ethiopia,2015,Consumer price index: General,211.403
Ethiopia,2016,Consumer price index: General,226.7588
Ethiopia,2017,Consumer price index: General,249.2544
Ethiopia,2005,Consumer price index: Food,43.0165
Ethiopia,2010,Consumer price index: Food,100
Ethiopia,2015,Consumer price index: Food,222.8804
Ethiopia,2016,Consumer price index: Food,237.487
Ethiopia,2017,Consumer price index: Food,267.0872
Fiji,1995,Consumer price index: General,60.3848
Fiji,2005,Consumer price index: General,80.7525
Fiji,2010,Consumer price index: General,100
Fiji,2015,Consumer price index: General,116.3607
Fiji,2016,Consumer price index: General,120.8536
Fiji,2017,Consumer price index: General,124.9035
Fiji,2018,Consumer price index: General,130.0421
Fiji,2010,Consumer price index: Food,100
Fiji,2015,Consumer price index: Food,127.5367
Fiji,2016,Consumer price index: Food,135.176
Fiji,2017,Consumer price index: Food,132.2641
Fiji,2018,Consumer price index: Food,136.8758
Finland,1995,Consumer price index: General,79.9804
Finland,2005,Consumer price index: General,91.2134
Finland,2010,Consumer price index: General,100
Finland,2015,Consumer price index: General,108.7895
Finland,2016,Consumer price index: General,109.1776
Finland,2017,Consumer price index: General,110.0008
Finland,2018,Consumer price index: General,111.19
Finland,1995,Consumer price index: Food,80.8816
Finland,2005,Consumer price index: Food,90.3229
Finland,2010,Consumer price index: Food,100
Finland,2015,Consumer price index: Food,115.7051
Finland,2016,Consumer price index: Food,114.3793
Finland,2017,Consumer price index: Food,113.3331
Finland,2018,Consumer price index: Food,115.5192
France,1995,Consumer price index: General,79.4691
France,2005,Consumer price index: General,92.7563
France,2010,Consumer price index: General,100
France,2015,Consumer price index: General,105.5799
France,2016,Consumer price index: General,105.7726
France,2017,Consumer price index: General,106.7645
France,2018,Consumer price index: General,108.8693
France,1995,Consumer price index: Food,76.3088
France,2005,Consumer price index: Food,91.4836
France,2010,Consumer price index: Food,100
France,2015,Consumer price index: Food,105.6747
France,2016,Consumer price index: Food,106.2603
France,2017,Consumer price index: Food,107.3053
France,2018,Consumer price index: Food,109.7362
Gabon,1995,Consumer price index: General,77.9429
Gabon,2005,Consumer price index: General,88.7471
Gabon,2010,Consumer price index: General,100
Gabon,2015,Consumer price index: General,109.0044
Gabon,2016,Consumer price index: General,111.3008
Gabon,2017,Consumer price index: General,114.2524
Gabon,2018,Consumer price index: General,119.6784
Gabon,2010,Consumer price index: Food,100
Gabon,2015,Consumer price index: Food,115.9491
Gabon,2016,Consumer price index: Food,115.8393
Gambia,1995,Consumer price index: General,46.3393
Gambia,2005,Consumer price index: General,81.0588
Gambia,2010,Consumer price index: General,100
Gambia,2015,Consumer price index: General,130.6805
Gambia,2016,Consumer price index: General,140.127
Gambia,2017,Consumer price index: General,151.385
Gambia,2018,Consumer price index: General,161.257
Gambia,2015,Consumer price index: Food,186.0081
Gambia,2016,Consumer price index: Food,201.333
Georgia,1995,Consumer price index: General,28.6391
Georgia,2005,Consumer price index: General,69.9635
Georgia,2010,Consumer price index: General,100
Georgia,2015,Consumer price index: General,114.6647
Georgia,2016,Consumer price index: General,117.1131
Georgia,2017,Consumer price index: General,124.1743
Georgia,2018,Consumer price index: General,127.424
Georgia,2010,Consumer price index: Food,100
Georgia,2015,Consumer price index: Food,120.5012
Georgia,2016,Consumer price index: Food,122.4861
Georgia,2017,Consumer price index: Food,130.8372
Georgia,2018,Consumer price index: Food,133.6726
Germany,1995,Consumer price index: General,80.4997
Germany,2005,Consumer price index: General,92.4577
Germany,2010,Consumer price index: General,100
Germany,2015,Consumer price index: General,106.8841
Germany,2016,Consumer price index: General,107.4083
Germany,2017,Consumer price index: General,109.275
Germany,2018,Consumer price index: General,111.3833
Germany,1995,Consumer price index: Food,84.0583
Germany,2005,Consumer price index: Food,89.0917
Germany,2010,Consumer price index: Food,100
Germany,2015,Consumer price index: Food,112.3
Germany,2016,Consumer price index: Food,113.2273
Germany,2017,Consumer price index: Food,116.4083
Germany,2018,Consumer price index: Food,119.2
Ghana,1995,Consumer price index: General,6.9852
Ghana,2005,Consumer price index: General,52.9281
Ghana,2010,Consumer price index: General,100
Ghana,2015,Consumer price index: General,175.9705
Ghana,2016,Consumer price index: General,206.6855
Ghana,2017,Consumer price index: General,232.2565
Ghana,2018,Consumer price index: General,255.1035
Ghana,2015,Consumer price index: Food,123.1575
Ghana,2016,Consumer price index: Food,133.8249
Ghana,2017,Consumer price index: Food,143.5529
Ghana,2018,Consumer price index: Food,154.7836
Greece,1995,Consumer price index: General,56.9979
Greece,2005,Consumer price index: General,85.3194
Greece,2010,Consumer price index: General,100
Greece,2015,Consumer price index: General,100.7704
Greece,2016,Consumer price index: General,99.9393
Greece,2017,Consumer price index: General,101.0599
Greece,2018,Consumer price index: General,101.6921
Greece,1995,Consumer price index: Food,60.9113
Greece,2005,Consumer price index: Food,86.9017
Greece,2010,Consumer price index: Food,100
Greece,2015,Consumer price index: Food,104.7645
Greece,2016,Consumer price index: Food,104.5329
Greece,2017,Consumer price index: Food,104.8654
Greece,2018,Consumer price index: Food,105.2834
Grenada,1995,Consumer price index: General,68.3262
Grenada,2005,Consumer price index: General,82.9055
Grenada,2010,Consumer price index: General,100
Grenada,2015,Consumer price index: General,103.8952
Grenada,2016,Consumer price index: General,105.6099
Grenada,2017,Consumer price index: General,106.5693
Grenada,2005,Consumer price index: Food,74.0459
Grenada,2010,Consumer price index: Food,100
Grenada,2015,Consumer price index: Food,110.5498
Grenada,2016,Consumer price index: Food,107.9654
Grenada,2017,Consumer price index: Food,108.6311
Guadeloupe,2010,Consumer price index: General,100
Guadeloupe,2015,Consumer price index: General,106.1458
Guadeloupe,2016,Consumer price index: General,106.0458
Guadeloupe,2010,Consumer price index: Food,100
Guadeloupe,2015,Consumer price index: Food,109.25
Guadeloupe,2016,Consumer price index: Food,110.5392
Guam,2010,Consumer price index: General,100
Guam,2015,Consumer price index: General,106.3201
Guam,2016,Consumer price index: General,112.6632
Guam,2017,Consumer price index: General,115.4568
Guam,2018,Consumer price index: General,118.5024
Guam,2010,Consumer price index: Food,100
Guam,2015,Consumer price index: Food,125.2105
Guam,2016,Consumer price index: Food,123.1945
Guam,2017,Consumer price index: Food,121.3779
Guam,2018,Consumer price index: Food,127.1821
Guatemala,1995,Consumer price index: General,35.9604
Guatemala,2005,Consumer price index: General,74.5735
Guatemala,2010,Consumer price index: General,100
Guatemala,2015,Consumer price index: General,121.7918
Guatemala,2016,Consumer price index: General,127.2097
Guatemala,2017,Consumer price index: General,132.8381
Guatemala,2018,Consumer price index: General,137.822
Guatemala,2015,Consumer price index: Food,146.99
Guatemala,2016,Consumer price index: Food,161.6
Guatemala,2017,Consumer price index: Food,175.9883
Guatemala,2018,Consumer price index: Food,188.7183
Guinea,2005,Consumer price index: General,42.2355
Guinea,2010,Consumer price index: General,100
Guinea,2015,Consumer price index: General,185.6366
Guinea,2016,Consumer price index: General,200.8081
Guinea,2017,Consumer price index: General,218.7104
Guinea,2018,Consumer price index: General,240.201
Guinea,2010,Consumer price index: Food,100
Guinea,2015,Consumer price index: Food,204.5484
Guinea,2016,Consumer price index: Food,228.0494
Guinea,2017,Consumer price index: Food,256.3727
Guinea-Bissau,1995,Consumer price index: General,30.3574
Guinea-Bissau,2005,Consumer price index: General,84.1813
Guinea-Bissau,2010,Consumer price index: General,100
Guinea-Bissau,2015,Consumer price index: General,108.4426
Guinea-Bissau,2016,Consumer price index: General,110.1509
Guinea-Bissau,2017,Consumer price index: General,111.6513
Guinea-Bissau,2016,Consumer price index: Food,115.5417
Guinea-Bissau,2017,Consumer price index: Food,117.5583
Guyana,1995,Consumer price index: General,43.3296
Guyana,2005,Consumer price index: General,72.368
Guyana,2010,Consumer price index: General,100
Guyana,2015,Consumer price index: General,109.3597
Guyana,2016,Consumer price index: General,110.274
Guyana,2017,Consumer price index: General,112.3743
Guyana,2018,Consumer price index: General,113.8159
Haiti,1995,Consumer price index: General,13.5281
Haiti,2005,Consumer price index: General,66.753
Haiti,2010,Consumer price index: General,100
Haiti,2015,Consumer price index: General,139.0324
Haiti,2016,Consumer price index: General,158.2659
Haiti,2017,Consumer price index: General,181.4883
Haiti,2010,Consumer price index: Food,100
Haiti,2015,Consumer price index: Food,142.2438
Haiti,2016,Consumer price index: Food,163.136
Haiti,2017,Consumer price index: Food,186.3351
Honduras,1995,Consumer price index: General,22.9333
Honduras,2005,Consumer price index: General,71.9821
Honduras,2010,Consumer price index: General,100
Honduras,2015,Consumer price index: General,129.3045
Honduras,2016,Consumer price index: General,132.8275
Honduras,2017,Consumer price index: General,138.0534
Honduras,2018,Consumer price index: General,144.0551
Honduras,2005,Consumer price index: Food,70.8475
Honduras,2010,Consumer price index: Food,100
Honduras,2015,Consumer price index: Food,126.5785
Honduras,2016,Consumer price index: Food,127.8021
Honduras,2017,Consumer price index: Food,129.8236
Hungary,1995,Consumer price index: General,28.7326
Hungary,2005,Consumer price index: General,76.9364
Hungary,2010,Consumer price index: General,100
Hungary,2015,Consumer price index: General,111.3739
Hungary,2016,Consumer price index: General,111.8246
Hungary,2017,Consumer price index: General,114.45
Hungary,2018,Consumer price index: General,117.7083
Hungary,2010,Consumer price index: Food,100
Hungary,2015,Consumer price index: Food,116.599
Hungary,2016,Consumer price index: Food,117.3583
Hungary,2017,Consumer price index: Food,120.5583
Hungary,2018,Consumer price index: Food,125.5833
Iceland,1995,Consumer price index: General,47.6437
Iceland,2005,Consumer price index: General,67.079
Iceland,2010,Consumer price index: General,100
Iceland,2015,Consumer price index: General,117.8392
Iceland,2016,Consumer price index: General,119.8445
Iceland,2017,Consumer price index: General,121.9602
Iceland,2018,Consumer price index: General,125.2935
Iceland,1995,Consumer price index: Food,52.4105
Iceland,2005,Consumer price index: Food,65.8985
Iceland,2010,Consumer price index: Food,100
Iceland,2015,Consumer price index: Food,119.6394
Iceland,2016,Consumer price index: Food,121.2171
Iceland,2017,Consumer price index: Food,118.2749
Iceland,2018,Consumer price index: Food,121.2696
India,1995,Consumer price index: General,37.6219
India,2005,Consumer price index: General,65.8282
India,2010,Consumer price index: General,100
India,2015,Consumer price index: General,147.6682
India,2016,Consumer price index: General,154.9751
India,2017,Consumer price index: General,160.133
India,2015,Consumer price index: Food,127.7
India,2016,Consumer price index: Food,134.5
India,2017,Consumer price index: Food,136.9
India,2018,Consumer price index: Food,139.1917
Indonesia,1995,Consumer price index: General,19.3879
Indonesia,2005,Consumer price index: General,68.6849
Indonesia,2010,Consumer price index: General,100
Indonesia,2015,Consumer price index: General,132.301
Indonesia,2016,Consumer price index: General,136.9657
Indonesia,2017,Consumer price index: General,142.1824
Indonesia,2018,Consumer price index: General,146.7299
Indonesia,2015,Consumer price index: Food,128.0075
Indonesia,2016,Consumer price index: Food,137.2775
Indonesia,2017,Consumer price index: Food,139.8975
Indonesia,2018,Consumer price index: Food,145.6142
Iran (Islamic Republic of),2015,Consumer price index: General,91.6446
Iran (Islamic Republic of),2016,Consumer price index: General,98.2846
Iran (Islamic Republic of),2017,Consumer price index: General,106.1915
Iran (Islamic Republic of),2018,Consumer price index: General,125.3296
Iran (Islamic Republic of),2015,Consumer price index: Food,91.512
Iran (Islamic Republic of),2016,Consumer price index: Food,97.5219
Iran (Islamic Republic of),2017,Consumer price index: Food,109.739
Iran (Islamic Republic of),2018,Consumer price index: Food,135.3187
Iraq,1995,Consumer price index: General,12.9689
Iraq,2005,Consumer price index: General,58.582
Iraq,2010,Consumer price index: General,100
Iraq,2015,Consumer price index: General,118.5393
Iraq,2016,Consumer price index: General,119.1621
Iraq,2017,Consumer price index: General,119.3815
Iraq,2010,Consumer price index: Food,100.0278
Iraq,2015,Consumer price index: Food,112.8323
Ireland,1995,Consumer price index: General,69.0152
Ireland,2005,Consumer price index: General,93.1373
Ireland,2010,Consumer price index: General,100
Ireland,2015,Consumer price index: General,104.7365
Ireland,2016,Consumer price index: General,104.7365
Ireland,2017,Consumer price index: General,105.0796
Ireland,2018,Consumer price index: General,105.5928
Ireland,1995,Consumer price index: Food,77.3253
Ireland,2005,Consumer price index: Food,97.7444
Ireland,2010,Consumer price index: Food,100
Ireland,2015,Consumer price index: Food,98.3442
Ireland,2016,Consumer price index: Food,97.0347
Ireland,2017,Consumer price index: Food,95.0203
Ireland,2018,Consumer price index: Food,93.0952
Israel,1995,Consumer price index: General,59.4532
Israel,2005,Consumer price index: General,87.8053
Israel,2010,Consumer price index: General,100.0079
Israel,2015,Consumer price index: General,106.6595
Israel,2016,Consumer price index: General,106.079
Israel,2017,Consumer price index: General,106.353
Israel,2018,Consumer price index: General,107.1937
Israel,1995,Consumer price index: Food,52.055
Israel,2005,Consumer price index: Food,79.2691
Israel,2010,Consumer price index: Food,99.992
Israel,2015,Consumer price index: Food,108.8165
Israel,2016,Consumer price index: Food,107.7749
Israel,2017,Consumer price index: Food,107.963
Israel,2018,Consumer price index: Food,109.0599
Italy,1995,Consumer price index: General,71.553
Italy,2005,Consumer price index: General,90.9725
Italy,2010,Consumer price index: General,100
Italy,2015,Consumer price index: General,107.4667
Italy,2016,Consumer price index: General,107.3656
Italy,2017,Consumer price index: General,108.6825
Italy,2018,Consumer price index: General,109.9188
Italy,1995,Consumer price index: Food,72.7537
Italy,2005,Consumer price index: Food,88.8808
Italy,2010,Consumer price index: Food,100
Italy,2015,Consumer price index: Food,108.8167
Italy,2016,Consumer price index: Food,109.0267
Italy,2017,Consumer price index: Food,111.0757
Italy,2018,Consumer price index: Food,112.4357
Jamaica,1995,Consumer price index: General,19.584
Jamaica,2005,Consumer price index: General,55.962
Jamaica,2010,Consumer price index: General,100
Jamaica,2015,Consumer price index: General,141.113
Jamaica,2016,Consumer price index: General,144.4168
Jamaica,2017,Consumer price index: General,150.7625
Jamaica,2018,Consumer price index: General,156.3892
Jamaica,2005,Consumer price index: Food,51.6907
Jamaica,2010,Consumer price index: Food,100
Jamaica,2015,Consumer price index: Food,157.155
Jamaica,2016,Consumer price index: Food,163.5547
Jamaica,2017,Consumer price index: Food,170.6996
Jamaica,2018,Consumer price index: Food,177.6575
Japan,1995,Consumer price index: General,101.1223
Japan,2005,Consumer price index: General,100.4058
Japan,2010,Consumer price index: General,100
Japan,2015,Consumer price index: General,103.6001
Japan,2016,Consumer price index: General,103.4792
Japan,2017,Consumer price index: General,103.9627
Japan,2018,Consumer price index: General,104.9814
Japan,1995,Consumer price index: Food,97.7892
Japan,2005,Consumer price index: Food,96.7948
Japan,2010,Consumer price index: Food,100
Japan,2015,Consumer price index: Food,106.5524
Japan,2016,Consumer price index: Food,108.3548
Japan,2017,Consumer price index: Food,110.5606
Japan,2018,Consumer price index: Food,110.6721
Jordan,1995,Consumer price index: General,57.7112
Jordan,2005,Consumer price index: General,74.5008
Jordan,2010,Consumer price index: General,100
Jordan,2015,Consumer price index: General,116.4
Jordan,2016,Consumer price index: General,115.4841
Jordan,2017,Consumer price index: General,119.33
Jordan,2018,Consumer price index: General,124.66
Jordan,2010,Consumer price index: Food,100.01
Jordan,2015,Consumer price index: Food,115.2442
Jordan,2016,Consumer price index: Food,111.2378
Jordan,2017,Consumer price index: Food,110.78
Jordan,2018,Consumer price index: Food,114.36
Kazakhstan,1995,Consumer price index: General,20.4043
Kazakhstan,2005,Consumer price index: General,61.4589
Kazakhstan,2010,Consumer price index: General,100
Kazakhstan,2015,Consumer price index: General,137.7714
Kazakhstan,2016,Consumer price index: General,157.5569
Kazakhstan,2017,Consumer price index: General,169.2833
Kazakhstan,2005,Consumer price index: Food,58.635
Kazakhstan,2010,Consumer price index: Food,100
Kazakhstan,2015,Consumer price index: Food,136.7582
Kazakhstan,2016,Consumer price index: Food,154.4454
Kazakhstan,2017,Consumer price index: Food,167.6551
Kenya,1995,Consumer price index: General,25.3133
Kenya,2005,Consumer price index: General,55.5269
Kenya,2010,Consumer price index: General,100
Kenya,2015,Consumer price index: General,150.1896
Kenya,2016,Consumer price index: General,159.6473
Kenya,2017,Consumer price index: General,172.4282
Kenya,2018,Consumer price index: General,180.5148
Kenya,2010,Consumer price index: Food,100
Kenya,2015,Consumer price index: Food,172.1269
Kenya,2016,Consumer price index: Food,189.4811
Kenya,2017,Consumer price index: Food,214.8249
Kiribati,2010,Consumer price index: General,100
Kiribati,2015,Consumer price index: General,99.5474
Kiribati,2010,Consumer price index: Food,100
Kiribati,2015,Consumer price index: Food,94.1232
Kuwait,1995,Consumer price index: General,63.8945
Kuwait,2005,Consumer price index: General,76.0978
Kuwait,2010,Consumer price index: General,100
Kuwait,2015,Consumer price index: General,118.1316
Kuwait,2016,Consumer price index: General,121.91
Kuwait,2017,Consumer price index: General,124.5576
Kuwait,2010,Consumer price index: Food,100
Kuwait,2015,Consumer price index: Food,124.6851
Kuwait,2016,Consumer price index: Food,127.0668
Kuwait,2017,Consumer price index: Food,126.6807
Kyrgyzstan,1995,Consumer price index: General,16.7407
Kyrgyzstan,2005,Consumer price index: General,59.8383
Kyrgyzstan,2010,Consumer price index: General,100
Kyrgyzstan,2015,Consumer price index: General,146.3581
Kyrgyzstan,2016,Consumer price index: General,146.9272
Kyrgyzstan,2017,Consumer price index: General,151.59
Kyrgyzstan,2018,Consumer price index: General,153.9253
Kyrgyzstan,2005,Consumer price index: Food,55.8759
Kyrgyzstan,2010,Consumer price index: Food,100
Kyrgyzstan,2015,Consumer price index: Food,141.7079
Kyrgyzstan,2016,Consumer price index: Food,132.5254
Kyrgyzstan,2017,Consumer price index: Food,135.781
Kyrgyzstan,2018,Consumer price index: Food,132.853
Lao People's Dem. Rep.,1995,Consumer price index: General,6.2076
Lao People's Dem. Rep.,2005,Consumer price index: General,78.5043
Lao People's Dem. Rep.,2010,Consumer price index: General,100
Lao People's Dem. Rep.,2015,Consumer price index: General,125.804
Lao People's Dem. Rep.,2016,Consumer price index: General,127.8129
Lao People's Dem. Rep.,2017,Consumer price index: General,128.8675
Lao People's Dem. Rep.,2010,Consumer price index: Food,100
Lao People's Dem. Rep.,2015,Consumer price index: Food,146.5705
Lao People's Dem. Rep.,2016,Consumer price index: Food,152.851
Lao People's Dem. Rep.,2017,Consumer price index: Food,152.7235
Latvia,1995,Consumer price index: General,42.1905
Latvia,2005,Consumer price index: General,72.1409
Latvia,2010,Consumer price index: General,100
Latvia,2015,Consumer price index: General,107.5758
Latvia,2016,Consumer price index: General,107.7003
Latvia,2017,Consumer price index: General,110.85
Latvia,2018,Consumer price index: General,113.6583
Latvia,1995,Consumer price index: Food,45.5692
Latvia,2005,Consumer price index: Food,69.1266
Latvia,2010,Consumer price index: Food,100
Latvia,2015,Consumer price index: Food,110.6855
Latvia,2016,Consumer price index: Food,111.8917
Latvia,2017,Consumer price index: Food,118.1167
Latvia,2018,Consumer price index: Food,118.8167
Lebanon,2010,Consumer price index: General,100
Lebanon,2015,Consumer price index: General,114.9706
Lebanon,2016,Consumer price index: General,114.0699
Lebanon,2017,Consumer price index: General,119.1354
Lebanon,2010,Consumer price index: Food,100
Lebanon,2015,Consumer price index: Food,118.4976
Lebanon,2016,Consumer price index: Food,117.0707
Lebanon,2017,Consumer price index: Food,121.3395
Lesotho,1995,Consumer price index: General,69.7018
Lesotho,2005,Consumer price index: General,70.8663
Lesotho,2010,Consumer price index: General,100
Lesotho,2015,Consumer price index: General,127.081
Lesotho,2016,Consumer price index: General,135.4639
Lesotho,2017,Consumer price index: General,142.6667
Lesotho,2018,Consumer price index: General,148.3876
Lesotho,2005,Consumer price index: Food,61.8812
Lesotho,2010,Consumer price index: Food,100
Lesotho,2015,Consumer price index: Food,138.4233
Lesotho,2016,Consumer price index: Food,154.8244
Lesotho,2017,Consumer price index: Food,165.5493
Liberia,2005,Consumer price index: General,61.7597
Liberia,2010,Consumer price index: General,100
Liberia,2015,Consumer price index: General,147.5909
Liberia,2016,Consumer price index: General,160.6294
Liberia,2017,Consumer price index: General,180.579
Liberia,2010,Consumer price index: Food,100
Liberia,2015,Consumer price index: Food,162.5125
Liberia,2016,Consumer price index: Food,175.3342
Liberia,2017,Consumer price index: Food,186.491
Libya,1995,Consumer price index: General,88.7336
Libya,2005,Consumer price index: General,79.8021
Libya,2010,Consumer price index: General,100
Lithuania,1995,Consumer price index: General,51.3076
Lithuania,2005,Consumer price index: General,77.6576
Lithuania,2010,Consumer price index: General,100
Lithuania,2015,Consumer price index: General,107.6249
Lithuania,2016,Consumer price index: General,108.5995
Lithuania,2017,Consumer price index: General,112.6399
Lithuania,2018,Consumer price index: General,115.6923
Lithuania,1995,Consumer price index: Food,54.1722
Lithuania,2005,Consumer price index: Food,72.2269
Lithuania,2010,Consumer price index: Food,100
Lithuania,2015,Consumer price index: Food,113.2985
Lithuania,2016,Consumer price index: Food,114.6958
Lithuania,2017,Consumer price index: Food,118.7828
Lithuania,2018,Consumer price index: Food,120.509
Luxembourg,1995,Consumer price index: General,74.1833
Luxembourg,2005,Consumer price index: General,89.6924
Luxembourg,2010,Consumer price index: General,100
Luxembourg,2015,Consumer price index: General,109.2001
Luxembourg,2016,Consumer price index: General,109.5177
Luxembourg,2017,Consumer price index: General,111.4824
Luxembourg,2018,Consumer price index: General,113.1097
Luxembourg,1995,Consumer price index: Food,70.645
Luxembourg,2005,Consumer price index: Food,87.6689
Luxembourg,2010,Consumer price index: Food,100
Luxembourg,2015,Consumer price index: Food,110.4787
Luxembourg,2016,Consumer price index: Food,112.1681
Luxembourg,2017,Consumer price index: Food,115.3268
Luxembourg,2018,Consumer price index: Food,117.8727
Madagascar,1995,Consumer price index: General,23.1812
Madagascar,2005,Consumer price index: General,62.9225
Madagascar,2010,Consumer price index: General,100
Madagascar,2015,Consumer price index: General,139.5492
Madagascar,2016,Consumer price index: General,148.8359
Madagascar,2017,Consumer price index: General,161.1658
Madagascar,2015,Consumer price index: Food,140.405
Madagascar,2016,Consumer price index: Food,149.3833
Madagascar,2017,Consumer price index: Food,161.8371
Malawi,1995,Consumer price index: General,8.8501
Malawi,2005,Consumer price index: General,64.1967
Malawi,2010,Consumer price index: General,100
Malawi,2015,Consumer price index: General,250.619
Malawi,2016,Consumer price index: General,305.0312
Malawi,2017,Consumer price index: General,340.2421
Malawi,2018,Consumer price index: General,382.5008
Malawi,2015,Consumer price index: Food,185.0702
Malawi,2016,Consumer price index: Food,230.9175
Malawi,2017,Consumer price index: Food,262.4167
Malaysia,1995,Consumer price index: General,68.961
Malaysia,2005,Consumer price index: General,87.6974
Malaysia,2010,Consumer price index: General,100
Malaysia,2015,Consumer price index: General,112.8
Malaysia,2016,Consumer price index: General,115.1667
Malaysia,2017,Consumer price index: General,119.625
Malaysia,2018,Consumer price index: General,120.6833
Malaysia,2010,Consumer price index: Food,100
Malaysia,2015,Consumer price index: Food,119.3583
Malaysia,2016,Consumer price index: Food,123.975
Malaysia,2017,Consumer price index: Food,129.15
Malaysia,2018,Consumer price index: Food,130.925
Maldives,2005,Consumer price index: General,73.3124
Maldives,2010,Consumer price index: General,100
Maldives,2015,Consumer price index: General,132.0428
Maldives,2016,Consumer price index: General,132.7064
Maldives,2017,Consumer price index: General,136.4449
Maldives,2010,Consumer price index: Food,100
Maldives,2015,Consumer price index: Food,153.0133
Maldives,2016,Consumer price index: Food,153.896
Maldives,2017,Consumer price index: Food,163.3242
Mali,1995,Consumer price index: General,70.3298
Mali,2005,Consumer price index: General,85.8601
Mali,2010,Consumer price index: General,100
Mali,2015,Consumer price index: General,110.3081
Mali,2016,Consumer price index: General,108.3229
Mali,2017,Consumer price index: General,110.2293
Mali,2010,Consumer price index: Food,100
Mali,2015,Consumer price index: Food,112.9132
Mali,2016,Consumer price index: Food,109.2415
Mali,2017,Consumer price index: Food,112.0462
Malta,1995,Consumer price index: General,69.984
Malta,2005,Consumer price index: General,88.9451
Malta,2010,Consumer price index: General,100
Malta,2015,Consumer price index: General,108.1617
Malta,2016,Consumer price index: General,108.8569
Malta,2017,Consumer price index: General,110.342
Malta,2018,Consumer price index: General,111.6196
Malta,2016,Consumer price index: Food,96.4913
Malta,2017,Consumer price index: Food,99.8314
Martinique,2010,Consumer price index: General,100
Martinique,2015,Consumer price index: General,106.3161
Martinique,2016,Consumer price index: General,106.0556
Martinique,2010,Consumer price index: Food,100
Martinique,2015,Consumer price index: Food,110.291
Martinique,2016,Consumer price index: Food,111.7321
Mauritania,1995,Consumer price index: General,41.8044
Mauritania,2005,Consumer price index: General,75.2488
Mauritania,2010,Consumer price index: General,100
Mauritania,2015,Consumer price index: General,123.4158
Mauritania,2016,Consumer price index: General,102.6
Mauritania,2017,Consumer price index: General,104.8
Mauritania,2018,Consumer price index: General,107.9667
Mauritania,2010,Consumer price index: Food,100
Mauritania,2015,Consumer price index: Food,128.5627
Mauritania,2016,Consumer price index: Food,104
Mauritania,2017,Consumer price index: Food,107.2
Mauritania,2018,Consumer price index: Food,111.6917
Mauritius,1995,Consumer price index: General,42.0052
Mauritius,2005,Consumer price index: General,72.8622
Mauritius,2010,Consumer price index: General,100
Mauritius,2015,Consumer price index: General,119.7556
Mauritius,2016,Consumer price index: General,120.9518
Mauritius,2017,Consumer price index: General,125.3963
Mauritius,2018,Consumer price index: General,129.4484
Mauritius,2010,Consumer price index: Food,100
Mauritius,2015,Consumer price index: Food,120.7662
