,Year,Series,Value
Cameroon,2007,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",105.2
Cameroon,2008,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",128.8
Cameroon,2009,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",131.4
Cameroon,2010,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",151.8
Cameroon,2011,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",168.6
Cameroon,2012,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",229.4
Cameroon,2007,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",66.5
Cameroon,2008,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",60
Cameroon,2009,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",53
Cameroon,2010,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",52.4
Cameroon,2011,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",53.6
Cameroon,2012,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",58.7
Cameroon,2007,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",111.3
Cameroon,2008,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",98.4
Cameroon,2009,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",102
Cameroon,2010,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",97.5
Cameroon,2011,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",102.6
Cameroon,2012,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",78.6
Cameroon,2007,Index of industrial production: Basic metals (Index base: 2005=100),102.9
Cameroon,2008,Index of industrial production: Basic metals (Index base: 2005=100),104.3
Cameroon,2009,Index of industrial production: Basic metals (Index base: 2005=100),100.7
Cameroon,2010,Index of industrial production: Basic metals (Index base: 2005=100),121.8
Cameroon,2011,Index of industrial production: Basic metals (Index base: 2005=100),109.2
Cameroon,2012,Index of industrial production: Basic metals (Index base: 2005=100),100.3
Cameroon,2007,Index of industrial production: Machinery (Index base: 2005=100),359.5
Cameroon,2008,Index of industrial production: Machinery (Index base: 2005=100),321.9
Cameroon,2009,Index of industrial production: Machinery (Index base: 2005=100),233.3
Cameroon,2010,Index of industrial production: Machinery (Index base: 2005=100),309.8
Cameroon,2011,Index of industrial production: Machinery (Index base: 2005=100),287.8
Cameroon,2012,Index of industrial production: Machinery (Index base: 2005=100),313.9
Cameroon,2007,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",105.8
Cameroon,2008,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",111.2
Cameroon,2009,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",111.8
Cameroon,2010,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",115.7
Cameroon,2011,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",119.7
Cameroon,2012,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",123.3
Canada,2007,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",98.8
Canada,2008,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",93.5
Canada,2009,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",83.9
Canada,2010,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",88.2
Canada,2011,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",92.1
Canada,2007,Index of industrial production: Mining (Index base: 2005=100),103.7
Canada,2008,Index of industrial production: Mining (Index base: 2005=100),100.9
Canada,2009,Index of industrial production: Mining (Index base: 2005=100),92.7
Canada,2010,Index of industrial production: Mining (Index base: 2005=100),98
Canada,2011,Index of industrial production: Mining (Index base: 2005=100),102.3
Canada,2007,Index of industrial production: Manufacturing (Index base: 2005=100),96.5
Canada,2008,Index of industrial production: Manufacturing (Index base: 2005=100),89.7
Canada,2009,Index of industrial production: Manufacturing (Index base: 2005=100),78.6
Canada,2010,Index of industrial production: Manufacturing (Index base: 2005=100),83
Canada,2011,Index of industrial production: Manufacturing (Index base: 2005=100),85.6
Canada,2007,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",99.2
Canada,2008,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",99.4
Canada,2009,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",100.4
Canada,2010,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",101.8
Canada,2011,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",101
Canada,2007,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",77.4
Canada,2008,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",64.9
Canada,2009,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",54.3
Canada,2010,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",57
Canada,2011,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",56.9
Canada,2007,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",95.1
Canada,2008,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",89.5
Canada,2009,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",79.6
Canada,2010,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",83
Canada,2011,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",84.6
Canada,2007,Index of industrial production: Basic metals (Index base: 2005=100),97.3
Canada,2008,Index of industrial production: Basic metals (Index base: 2005=100),96.7
Canada,2009,Index of industrial production: Basic metals (Index base: 2005=100),72.5
Canada,2010,Index of industrial production: Basic metals (Index base: 2005=100),81.7
Canada,2011,Index of industrial production: Basic metals (Index base: 2005=100),83.2
Canada,2007,Index of industrial production: Metal products and machinery (Index Base: 2005=100),100.2
Canada,2008,Index of industrial production: Metal products and machinery (Index Base: 2005=100),91.9
Canada,2009,Index of industrial production: Metal products and machinery (Index Base: 2005=100),78.5
Canada,2010,Index of industrial production: Metal products and machinery (Index Base: 2005=100),84.1
Canada,2011,Index of industrial production: Metal products and machinery (Index Base: 2005=100),91
Canada,2007,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",103.9
Canada,2008,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",103.1
Canada,2009,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",99.2
Canada,2010,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",101.9
Canada,2011,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",112.2
Central African Rep.,2007,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",182.7
Central African Rep.,2008,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",193.3
Central African Rep.,2009,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",143
Central African Rep.,2010,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",126.3
Central African Rep.,2011,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",136
Central African Rep.,2012,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",144.1
Central African Rep.,2013,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",86.2
Central African Rep.,2007,Index of industrial production: Mining (Index base: 2005=100),132.4
Central African Rep.,2008,Index of industrial production: Mining (Index base: 2005=100),128
Central African Rep.,2009,Index of industrial production: Mining (Index base: 2005=100),108.8
Central African Rep.,2010,Index of industrial production: Mining (Index base: 2005=100),111
Central African Rep.,2011,Index of industrial production: Mining (Index base: 2005=100),123.7
Central African Rep.,2012,Index of industrial production: Mining (Index base: 2005=100),137.4
Central African Rep.,2013,Index of industrial production: Mining (Index base: 2005=100),43.6
Central African Rep.,2007,Index of industrial production: Manufacturing (Index base: 2005=100),221.6
Central African Rep.,2008,Index of industrial production: Manufacturing (Index base: 2005=100),243.1
Central African Rep.,2009,Index of industrial production: Manufacturing (Index base: 2005=100),167.5
Central African Rep.,2010,Index of industrial production: Manufacturing (Index base: 2005=100),137.7
Central African Rep.,2011,Index of industrial production: Manufacturing (Index base: 2005=100),147.2
Central African Rep.,2012,Index of industrial production: Manufacturing (Index base: 2005=100),153
Central African Rep.,2013,Index of industrial production: Manufacturing (Index base: 2005=100),106.4
Central African Rep.,2007,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",131.7
Central African Rep.,2008,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",148.1
Central African Rep.,2009,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",172.6
Central African Rep.,2010,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",215.9
Central African Rep.,2011,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",186.8
Central African Rep.,2012,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",200.2
Central African Rep.,2013,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",181.3
Central African Rep.,2007,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",95.6
Central African Rep.,2008,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",53.3
Central African Rep.,2009,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",43.1
Central African Rep.,2010,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",72.1
Central African Rep.,2011,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",115
Central African Rep.,2012,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",106
Central African Rep.,2013,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",84.9
Central African Rep.,2007,Index of industrial production: Metal products and machinery (Index Base: 2005=100),133
Central African Rep.,2008,Index of industrial production: Metal products and machinery (Index Base: 2005=100),119.5
Central African Rep.,2009,Index of industrial production: Metal products and machinery (Index Base: 2005=100),127.7
Central African Rep.,2010,Index of industrial production: Metal products and machinery (Index Base: 2005=100),371.6
Central African Rep.,2011,Index of industrial production: Metal products and machinery (Index Base: 2005=100),649.4
Central African Rep.,2012,Index of industrial production: Metal products and machinery (Index Base: 2005=100),609.8
Central African Rep.,2013,Index of industrial production: Metal products and machinery (Index Base: 2005=100),298.6
Central African Rep.,2007,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",104.7
Central African Rep.,2008,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",97.3
Central African Rep.,2009,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",103.4
Central African Rep.,2010,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",104.9
Central African Rep.,2011,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",105.3
Central African Rep.,2012,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",106.7
Central African Rep.,2013,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",102.7
Chad,2007,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",88
Chad,2008,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",80.8
Chad,2009,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",77
Chad,2010,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",78.9
Chad,2011,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",76
Chad,2012,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",73.5
Chad,2013,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",65.1
Chile,2007,Index of industrial production: Mining (Index base: 2005=100),104.7
Chile,2008,Index of industrial production: Mining (Index base: 2005=100),99.3
Chile,2009,Index of industrial production: Mining (Index base: 2005=100),99.5
Chile,2010,Index of industrial production: Mining (Index base: 2005=100),100.7
Chile,2011,Index of industrial production: Mining (Index base: 2005=100),107.2
Chile,2012,Index of industrial production: Mining (Index base: 2005=100),104.5
Chile,2013,Index of industrial production: Mining (Index base: 2005=100),110.6
Chile,2014,Index of industrial production: Mining (Index base: 2005=100),111.7
Chile,2007,Index of industrial production: Manufacturing (Index base: 2005=100),107.5
Chile,2008,Index of industrial production: Manufacturing (Index base: 2005=100),107.8
Chile,2009,Index of industrial production: Manufacturing (Index base: 2005=100),100.6
Chile,2010,Index of industrial production: Manufacturing (Index base: 2005=100),103.8
Chile,2011,Index of industrial production: Manufacturing (Index base: 2005=100),112.1
Chile,2012,Index of industrial production: Manufacturing (Index base: 2005=100),114.6
Chile,2013,Index of industrial production: Manufacturing (Index base: 2005=100),114.8
Chile,2014,Index of industrial production: Manufacturing (Index base: 2005=100),113.6
Chile,2007,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",112.3
Chile,2008,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",114.5
Chile,2009,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",106.9
Chile,2010,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",108.7
Chile,2011,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",113.7
Chile,2012,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",120.2
Chile,2013,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",126.6
Chile,2014,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",129.2
Chile,2007,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",83.8
Chile,2008,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",69.8
Chile,2009,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",56.8
Chile,2010,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",58.6
Chile,2011,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",48.1
Chile,2007,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",100.2
Chile,2008,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",100.6
Chile,2009,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",99.6
Chile,2010,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",112.3
Chile,2011,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",113.1
Chile,2012,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",109.2
Chile,2013,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",107.3
Chile,2014,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",105.5
Chile,2007,Index of industrial production: Basic metals (Index base: 2005=100),107.1
Chile,2008,Index of industrial production: Basic metals (Index base: 2005=100),98.4
Chile,2009,Index of industrial production: Basic metals (Index base: 2005=100),85.6
Chile,2010,Index of industrial production: Basic metals (Index base: 2005=100),82.1
Chile,2011,Index of industrial production: Basic metals (Index base: 2005=100),118.7
Chile,2012,Index of industrial production: Basic metals (Index base: 2005=100),112
Chile,2013,Index of industrial production: Basic metals (Index base: 2005=100),97.7
Chile,2014,Index of industrial production: Basic metals (Index base: 2005=100),93.2
Chile,2007,Index of industrial production: Metal products and machinery (Index Base: 2005=100),105.4
Chile,2008,Index of industrial production: Metal products and machinery (Index Base: 2005=100),110.8
Chile,2009,Index of industrial production: Metal products and machinery (Index Base: 2005=100),101.7
Chile,2010,Index of industrial production: Metal products and machinery (Index Base: 2005=100),111.3
Chile,2011,Index of industrial production: Metal products and machinery (Index Base: 2005=100),121.5
Chile,2012,Index of industrial production: Metal products and machinery (Index Base: 2005=100),129.3
Chile,2013,Index of industrial production: Metal products and machinery (Index Base: 2005=100),122.8
Chile,2014,Index of industrial production: Metal products and machinery (Index Base: 2005=100),112.1
Chile,2007,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",105.6
Chile,2008,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",103.6
Chile,2009,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",106.5
Chile,2010,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",110.6
Chile,2011,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",116.7
Chile,2012,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",123.3
Chile,2013,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",127.6
Chile,2014,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",130.7
"China, Hong Kong SAR",2007,Index of industrial production: Manufacturing (Index base: 2005=100),100.8
"China, Hong Kong SAR",2008,Index of industrial production: Manufacturing (Index base: 2005=100),94
"China, Hong Kong SAR",2009,Index of industrial production: Manufacturing (Index base: 2005=100),86.2
"China, Hong Kong SAR",2010,Index of industrial production: Manufacturing (Index base: 2005=100),89.3
"China, Hong Kong SAR",2011,Index of industrial production: Manufacturing (Index base: 2005=100),89.9
"China, Hong Kong SAR",2012,Index of industrial production: Manufacturing (Index base: 2005=100),89.2
"China, Hong Kong SAR",2013,Index of industrial production: Manufacturing (Index base: 2005=100),89.3
"China, Hong Kong SAR",2014,Index of industrial production: Manufacturing (Index base: 2005=100),88.9
"China, Hong Kong SAR",2007,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",125
"China, Hong Kong SAR",2008,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",128.2
"China, Hong Kong SAR",2009,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",127.1
"China, Hong Kong SAR",2010,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",135.1
"China, Hong Kong SAR",2011,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",144.5
"China, Hong Kong SAR",2012,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",151.8
"China, Hong Kong SAR",2013,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",157.4
"China, Hong Kong SAR",2014,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",167.9
"China, Hong Kong SAR",2007,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",85.1
"China, Hong Kong SAR",2008,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",69
"China, Hong Kong SAR",2009,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",50.1
"China, Hong Kong SAR",2010,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",44.6
"China, Hong Kong SAR",2011,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",39.6
"China, Hong Kong SAR",2012,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",33.4
"China, Hong Kong SAR",2013,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",30.2
"China, Hong Kong SAR",2014,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",27.4
"China, Hong Kong SAR",2007,Index of industrial production: Metal products and machinery (Index Base: 2005=100),85.7
"China, Hong Kong SAR",2008,Index of industrial production: Metal products and machinery (Index Base: 2005=100),76.7
"China, Hong Kong SAR",2009,Index of industrial production: Metal products and machinery (Index Base: 2005=100),68.8
"China, Hong Kong SAR",2010,Index of industrial production: Metal products and machinery (Index Base: 2005=100),75.6
"China, Hong Kong SAR",2011,Index of industrial production: Metal products and machinery (Index Base: 2005=100),68.5
"China, Hong Kong SAR",2012,Index of industrial production: Metal products and machinery (Index Base: 2005=100),62.2
"China, Hong Kong SAR",2013,Index of industrial production: Metal products and machinery (Index Base: 2005=100),57.4
"China, Hong Kong SAR",2014,Index of industrial production: Metal products and machinery (Index Base: 2005=100),54.3
"China, Hong Kong SAR",2007,Index of industrial production: Miscellaneous manufacturing industries (Index base: 2005=100),114
"China, Hong Kong SAR",2008,Index of industrial production: Miscellaneous manufacturing industries (Index base: 2005=100),114
"China, Hong Kong SAR",2009,Index of industrial production: Miscellaneous manufacturing industries (Index base: 2005=100),109
"China, Hong Kong SAR",2010,Index of industrial production: Miscellaneous manufacturing industries (Index base: 2005=100),117
"China, Hong Kong SAR",2011,Index of industrial production: Miscellaneous manufacturing industries (Index base: 2005=100),124
"China, Hong Kong SAR",2012,Index of industrial production: Miscellaneous manufacturing industries (Index base: 2005=100),130
"China, Hong Kong SAR",2013,Index of industrial production: Miscellaneous manufacturing industries (Index base: 2005=100),137
"China, Hong Kong SAR",2014,Index of industrial production: Miscellaneous manufacturing industries (Index base: 2005=100),134
"China, Hong Kong SAR",2007,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",101
"China, Hong Kong SAR",2008,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",99.2
"China, Hong Kong SAR",2009,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",100.6
"China, Hong Kong SAR",2010,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",99.9
"China, Hong Kong SAR",2011,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",101.8
"China, Hong Kong SAR",2012,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",101.4
"China, Hong Kong SAR",2013,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",102.1
"China, Hong Kong SAR",2014,"Index of industrial production: Electricity, gas, steam (Index base: 2005=100)",104
"China, Macao SAR",2007,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",87.5
"China, Macao SAR",2008,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",64.9
"China, Macao SAR",2009,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",50.2
"China, Macao SAR",2010,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",45.2
"China, Macao SAR",2011,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",45.1
"China, Macao SAR",2012,"Index of industrial production: Total industry - Mining; manufacturing; electricity, gas and water (Index base: 2005=100)",41.6
"China, Macao SAR",2007,Index of industrial production: Manufacturing (Index base: 2005=100),93.8
"China, Macao SAR",2008,Index of industrial production: Manufacturing (Index base: 2005=100),63.5
"China, Macao SAR",2009,Index of industrial production: Manufacturing (Index base: 2005=100),29.3
"China, Macao SAR",2010,Index of industrial production: Manufacturing (Index base: 2005=100),30.6
"China, Macao SAR",2011,Index of industrial production: Manufacturing (Index base: 2005=100),38.8
"China, Macao SAR",2012,Index of industrial production: Manufacturing (Index base: 2005=100),49.3
"China, Macao SAR",2007,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",91.2
"China, Macao SAR",2008,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",61
"China, Macao SAR",2009,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",15.3
"China, Macao SAR",2010,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",9.6
"China, Macao SAR",2011,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",7.3
"China, Macao SAR",2012,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",5.6
"China, Macao SAR",2007,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",74.9
"China, Macao SAR",2008,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",59.7
"China, Macao SAR",2009,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",72.3
"China, Macao SAR",2010,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",53.1
"China, Macao SAR",2011,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",43.7
"China, Macao SAR",2012,"Index of industrial production: Electricity, gas and water (Index base: 2005=100)",27.7
Colombia,2007,Index of industrial production: Manufacturing (Index base: 2005=100),121
Colombia,2008,Index of industrial production: Manufacturing (Index base: 2005=100),117
Colombia,2009,Index of industrial production: Manufacturing (Index base: 2005=100),111.1
Colombia,2010,Index of industrial production: Manufacturing (Index base: 2005=100),115.8
Colombia,2011,Index of industrial production: Manufacturing (Index base: 2005=100),121.5
Colombia,2012,Index of industrial production: Manufacturing (Index base: 2005=100),121
Colombia,2013,Index of industrial production: Manufacturing (Index base: 2005=100),119.5
Colombia,2014,Index of industrial production: Manufacturing (Index base: 2005=100),121.3
Colombia,2007,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",116.9
Colombia,2008,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",117.5
Colombia,2009,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",117.6
Colombia,2010,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",115.9
Colombia,2011,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",122.7
Colombia,2012,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",126.1
Colombia,2013,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",130.9
Colombia,2014,"Index of industrial production: Food, beverages and tobacco (Index base: 2005=100)",136.8
Colombia,2007,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",119.9
Colombia,2008,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",109.3
Colombia,2009,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",93.4
Colombia,2010,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",107.4
Colombia,2011,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",112
Colombia,2012,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",115
Colombia,2013,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",109
Colombia,2014,"Index of industrial production: Textiles, wearing apparel, leather, footwear (Index base: 2005=100)",108.4
Colombia,2007,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",107.4
Colombia,2008,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",106.6
Colombia,2009,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",104.9
Colombia,2010,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",111.1
Colombia,2011,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",115.9
Colombia,2012,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",110.6
Colombia,2013,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",109.3
Colombia,2014,"Index of industrial production: Chemicals, petroleum, rubber and plastic products (Index base: 2005=100)",105.5
Colombia,2007,Index of industrial production: Basic metals (Index base: 2005=100),109.1
Colombia,2008,Index of industrial production: Basic metals (Index base: 2005=100),101.8
Colombia,2009,Index of industrial production: Basic metals (Index base: 2005=100),100.5
Colombia,2010,Index of industrial production: Basic metals (Index base: 2005=100),103.1
Colombia,2011,Index of industrial production: Basic metals (Index base: 2005=100),93.1
Colombia,2012,Index of industrial production: Basic metals (Index base: 2005=100),105.1
