,Year,Series,Value
Senegal,2005,Emissions (thousand metric tons of carbon dioxide),"5,812"
Senegal,2010,Emissions (thousand metric tons of carbon dioxide),"7,745"
Senegal,2012,Emissions (thousand metric tons of carbon dioxide),"7,913"
Senegal,2013,Emissions (thousand metric tons of carbon dioxide),"8,423"
Senegal,2014,Emissions (thousand metric tons of carbon dioxide),"8,856"
Senegal,1975,Emissions per capita (metric tons of carbon dioxide),0.6
Senegal,1985,Emissions per capita (metric tons of carbon dioxide),0.4
Senegal,1995,Emissions per capita (metric tons of carbon dioxide),0.4
Senegal,2005,Emissions per capita (metric tons of carbon dioxide),0.6
Senegal,2010,Emissions per capita (metric tons of carbon dioxide),0.6
Senegal,2012,Emissions per capita (metric tons of carbon dioxide),0.6
Senegal,2013,Emissions per capita (metric tons of carbon dioxide),0.6
Senegal,2014,Emissions per capita (metric tons of carbon dioxide),0.6
Serbia,2010,Emissions (thousand metric tons of carbon dioxide),"45,955"
Serbia,2012,Emissions (thousand metric tons of carbon dioxide),"44,063"
Serbia,2013,Emissions (thousand metric tons of carbon dioxide),"44,884"
Serbia,2014,Emissions (thousand metric tons of carbon dioxide),"37,667"
Serbia,2010,Emissions per capita (metric tons of carbon dioxide),5.1
Serbia,2012,Emissions per capita (metric tons of carbon dioxide),4.9
Serbia,2013,Emissions per capita (metric tons of carbon dioxide),5
Serbia,2014,Emissions per capita (metric tons of carbon dioxide),4.3
Serbia and Monten. [former],1995,Emissions (thousand metric tons of carbon dioxide),"40,579"
Serbia and Monten. [former],2005,Emissions (thousand metric tons of carbon dioxide),"52,302"
Serbia and Monten. [former],1995,Emissions per capita (metric tons of carbon dioxide),3.7
Serbia and Monten. [former],2005,Emissions per capita (metric tons of carbon dioxide),5
Seychelles,1975,Emissions (thousand metric tons of carbon dioxide),59
Seychelles,1985,Emissions (thousand metric tons of carbon dioxide),150
Seychelles,1995,Emissions (thousand metric tons of carbon dioxide),198
Seychelles,2005,Emissions (thousand metric tons of carbon dioxide),689
Seychelles,2010,Emissions (thousand metric tons of carbon dioxide),444
Seychelles,2012,Emissions (thousand metric tons of carbon dioxide),440
Seychelles,2013,Emissions (thousand metric tons of carbon dioxide),403
Seychelles,2014,Emissions (thousand metric tons of carbon dioxide),495
Seychelles,1975,Emissions per capita (metric tons of carbon dioxide),1
Seychelles,1985,Emissions per capita (metric tons of carbon dioxide),2.2
Seychelles,1995,Emissions per capita (metric tons of carbon dioxide),2.7
Seychelles,2005,Emissions per capita (metric tons of carbon dioxide),8.3
Seychelles,2010,Emissions per capita (metric tons of carbon dioxide),4.8
Seychelles,2012,Emissions per capita (metric tons of carbon dioxide),4.7
Seychelles,2013,Emissions per capita (metric tons of carbon dioxide),4.2
Seychelles,2014,Emissions per capita (metric tons of carbon dioxide),5.2
Sierra Leone,1975,Emissions (thousand metric tons of carbon dioxide),524
Sierra Leone,1985,Emissions (thousand metric tons of carbon dioxide),664
Sierra Leone,1995,Emissions (thousand metric tons of carbon dioxide),400
Sierra Leone,2005,Emissions (thousand metric tons of carbon dioxide),546
Sierra Leone,2010,Emissions (thousand metric tons of carbon dioxide),726
Sierra Leone,2012,Emissions (thousand metric tons of carbon dioxide),"1,030"
Sierra Leone,2013,Emissions (thousand metric tons of carbon dioxide),"1,192"
Sierra Leone,2014,Emissions (thousand metric tons of carbon dioxide),"1,309"
Sierra Leone,1975,Emissions per capita (metric tons of carbon dioxide),0.2
Sierra Leone,1985,Emissions per capita (metric tons of carbon dioxide),0.2
Sierra Leone,1995,Emissions per capita (metric tons of carbon dioxide),0.1
Sierra Leone,2005,Emissions per capita (metric tons of carbon dioxide),0.1
Sierra Leone,2010,Emissions per capita (metric tons of carbon dioxide),0.1
Sierra Leone,2012,Emissions per capita (metric tons of carbon dioxide),0.2
Sierra Leone,2013,Emissions per capita (metric tons of carbon dioxide),0.2
Sierra Leone,2014,Emissions per capita (metric tons of carbon dioxide),0.2
Singapore,1975,Emissions (thousand metric tons of carbon dioxide),"24,543"
Singapore,1985,Emissions (thousand metric tons of carbon dioxide),"33,417"
Singapore,1995,Emissions (thousand metric tons of carbon dioxide),"42,174"
Singapore,2005,Emissions (thousand metric tons of carbon dioxide),"30,359"
Singapore,2010,Emissions (thousand metric tons of carbon dioxide),"55,643"
Singapore,2012,Emissions (thousand metric tons of carbon dioxide),"36,373"
Singapore,2013,Emissions (thousand metric tons of carbon dioxide),"55,676"
Singapore,2014,Emissions (thousand metric tons of carbon dioxide),"56,373"
Singapore,1975,Emissions per capita (metric tons of carbon dioxide),10.9
Singapore,1985,Emissions per capita (metric tons of carbon dioxide),12.3
Singapore,1995,Emissions per capita (metric tons of carbon dioxide),12.1
Singapore,2005,Emissions per capita (metric tons of carbon dioxide),7.1
Singapore,2010,Emissions per capita (metric tons of carbon dioxide),11
Singapore,2012,Emissions per capita (metric tons of carbon dioxide),6.9
Singapore,2013,Emissions per capita (metric tons of carbon dioxide),10.3
Singapore,2014,Emissions per capita (metric tons of carbon dioxide),10.2
Sint Maarten (Dutch part),2012,Emissions (thousand metric tons of carbon dioxide),697
Sint Maarten (Dutch part),2013,Emissions (thousand metric tons of carbon dioxide),715
Sint Maarten (Dutch part),2014,Emissions (thousand metric tons of carbon dioxide),733
Sint Maarten (Dutch part),2012,Emissions per capita (metric tons of carbon dioxide),19.8
Sint Maarten (Dutch part),2013,Emissions per capita (metric tons of carbon dioxide),19.6
Sint Maarten (Dutch part),2014,Emissions per capita (metric tons of carbon dioxide),19.5
Slovakia,1995,Emissions (thousand metric tons of carbon dioxide),"42,115"
Slovakia,2005,Emissions (thousand metric tons of carbon dioxide),"39,358"
Slovakia,2010,Emissions (thousand metric tons of carbon dioxide),"36,241"
Slovakia,2012,Emissions (thousand metric tons of carbon dioxide),"32,765"
Slovakia,2013,Emissions (thousand metric tons of carbon dioxide),"33,091"
Slovakia,2014,Emissions (thousand metric tons of carbon dioxide),"30,678"
Slovakia,1995,Emissions per capita (metric tons of carbon dioxide),7.8
Slovakia,2005,Emissions per capita (metric tons of carbon dioxide),7.3
Slovakia,2010,Emissions per capita (metric tons of carbon dioxide),6.7
Slovakia,2012,Emissions per capita (metric tons of carbon dioxide),6.1
Slovakia,2013,Emissions per capita (metric tons of carbon dioxide),6.1
Slovakia,2014,Emissions per capita (metric tons of carbon dioxide),5.6
Slovenia,1995,Emissions (thousand metric tons of carbon dioxide),"14,404"
Slovenia,2005,Emissions (thousand metric tons of carbon dioxide),"15,867"
Slovenia,2010,Emissions (thousand metric tons of carbon dioxide),"15,335"
Slovenia,2012,Emissions (thousand metric tons of carbon dioxide),"14,782"
Slovenia,2013,Emissions (thousand metric tons of carbon dioxide),"14,151"
Slovenia,2014,Emissions (thousand metric tons of carbon dioxide),"12,812"
Slovenia,1995,Emissions per capita (metric tons of carbon dioxide),7.3
Slovenia,2005,Emissions per capita (metric tons of carbon dioxide),7.9
Slovenia,2010,Emissions per capita (metric tons of carbon dioxide),7.5
Slovenia,2012,Emissions per capita (metric tons of carbon dioxide),7.2
Slovenia,2013,Emissions per capita (metric tons of carbon dioxide),6.9
Slovenia,2014,Emissions per capita (metric tons of carbon dioxide),6.2
Solomon Islands,1975,Emissions (thousand metric tons of carbon dioxide),59
Solomon Islands,1985,Emissions (thousand metric tons of carbon dioxide),150
Solomon Islands,1995,Emissions (thousand metric tons of carbon dioxide),143
Solomon Islands,2005,Emissions (thousand metric tons of carbon dioxide),161
Solomon Islands,2010,Emissions (thousand metric tons of carbon dioxide),198
Solomon Islands,2012,Emissions (thousand metric tons of carbon dioxide),198
Solomon Islands,2013,Emissions (thousand metric tons of carbon dioxide),202
Solomon Islands,2014,Emissions (thousand metric tons of carbon dioxide),202
Solomon Islands,1975,Emissions per capita (metric tons of carbon dioxide),0.3
Solomon Islands,1985,Emissions per capita (metric tons of carbon dioxide),0.6
Solomon Islands,1995,Emissions per capita (metric tons of carbon dioxide),0.4
Solomon Islands,2005,Emissions per capita (metric tons of carbon dioxide),0.3
Solomon Islands,2010,Emissions per capita (metric tons of carbon dioxide),0.4
Solomon Islands,2012,Emissions per capita (metric tons of carbon dioxide),0.4
Solomon Islands,2013,Emissions per capita (metric tons of carbon dioxide),0.4
Solomon Islands,2014,Emissions per capita (metric tons of carbon dioxide),0.4
Somalia,1975,Emissions (thousand metric tons of carbon dioxide),502
Somalia,1985,Emissions (thousand metric tons of carbon dioxide),858
Somalia,1995,Emissions (thousand metric tons of carbon dioxide),590
Somalia,2005,Emissions (thousand metric tons of carbon dioxide),594
Somalia,2010,Emissions (thousand metric tons of carbon dioxide),612
Somalia,2012,Emissions (thousand metric tons of carbon dioxide),609
Somalia,2013,Emissions (thousand metric tons of carbon dioxide),609
Somalia,2014,Emissions (thousand metric tons of carbon dioxide),609
Somalia,1975,Emissions per capita (metric tons of carbon dioxide),0.1
Somalia,1985,Emissions per capita (metric tons of carbon dioxide),0.1
Somalia,1995,Emissions per capita (metric tons of carbon dioxide),0.1
Somalia,2005,Emissions per capita (metric tons of carbon dioxide),0.1
Somalia,2010,Emissions per capita (metric tons of carbon dioxide),0.1
Somalia,2012,Emissions per capita (metric tons of carbon dioxide),0.1
Somalia,2013,Emissions per capita (metric tons of carbon dioxide),0.1
Somalia,2014,Emissions per capita (metric tons of carbon dioxide),0.1
South Africa,1975,Emissions (thousand metric tons of carbon dioxide),"185,202"
South Africa,1985,Emissions (thousand metric tons of carbon dioxide),"324,214"
South Africa,1995,Emissions (thousand metric tons of carbon dioxide),"362,259"
South Africa,2005,Emissions (thousand metric tons of carbon dioxide),"416,916"
South Africa,2010,Emissions (thousand metric tons of carbon dioxide),"474,099"
South Africa,2012,Emissions (thousand metric tons of carbon dioxide),"468,771"
South Africa,2013,Emissions (thousand metric tons of carbon dioxide),"466,376"
South Africa,2014,Emissions (thousand metric tons of carbon dioxide),"489,772"
South Africa,1975,Emissions per capita (metric tons of carbon dioxide),7.2
South Africa,1985,Emissions per capita (metric tons of carbon dioxide),9.8
South Africa,1995,Emissions per capita (metric tons of carbon dioxide),8.8
South Africa,2005,Emissions per capita (metric tons of carbon dioxide),8.7
South Africa,2010,Emissions per capita (metric tons of carbon dioxide),9.2
South Africa,2012,Emissions per capita (metric tons of carbon dioxide),8.9
South Africa,2013,Emissions per capita (metric tons of carbon dioxide),8.7
South Africa,2014,Emissions per capita (metric tons of carbon dioxide),9.1
South Sudan,2012,Emissions (thousand metric tons of carbon dioxide),"1,331"
South Sudan,2013,Emissions (thousand metric tons of carbon dioxide),"1,448"
South Sudan,2014,Emissions (thousand metric tons of carbon dioxide),"1,496"
South Sudan,2012,Emissions per capita (metric tons of carbon dioxide),0.1
South Sudan,2013,Emissions per capita (metric tons of carbon dioxide),0.1
South Sudan,2014,Emissions per capita (metric tons of carbon dioxide),0.1
Spain,1975,Emissions (thousand metric tons of carbon dioxide),"181,645"
Spain,1985,Emissions (thousand metric tons of carbon dioxide),"201,234"
Spain,1995,Emissions (thousand metric tons of carbon dioxide),"241,611"
Spain,2005,Emissions (thousand metric tons of carbon dioxide),"353,462"
Spain,2010,Emissions (thousand metric tons of carbon dioxide),"270,911"
Spain,2012,Emissions (thousand metric tons of carbon dioxide),"264,779"
Spain,2013,Emissions (thousand metric tons of carbon dioxide),"237,035"
Spain,2014,Emissions (thousand metric tons of carbon dioxide),"233,977"
Spain,1975,Emissions per capita (metric tons of carbon dioxide),5.1
Spain,1985,Emissions per capita (metric tons of carbon dioxide),5.2
Spain,1995,Emissions per capita (metric tons of carbon dioxide),6.1
Spain,2005,Emissions per capita (metric tons of carbon dioxide),8.1
Spain,2010,Emissions per capita (metric tons of carbon dioxide),5.8
Spain,2012,Emissions per capita (metric tons of carbon dioxide),5.7
Spain,2013,Emissions per capita (metric tons of carbon dioxide),5.1
Spain,2014,Emissions per capita (metric tons of carbon dioxide),5.1
Sri Lanka,1975,Emissions (thousand metric tons of carbon dioxide),"2,897"
Sri Lanka,1985,Emissions (thousand metric tons of carbon dioxide),"3,957"
Sri Lanka,1995,Emissions (thousand metric tons of carbon dioxide),"5,904"
Sri Lanka,2005,Emissions (thousand metric tons of carbon dioxide),"12,101"
Sri Lanka,2010,Emissions (thousand metric tons of carbon dioxide),"13,264"
Sri Lanka,2012,Emissions (thousand metric tons of carbon dioxide),"16,032"
Sri Lanka,2013,Emissions (thousand metric tons of carbon dioxide),"15,489"
Sri Lanka,2014,Emissions (thousand metric tons of carbon dioxide),"18,394"
Sri Lanka,1975,Emissions per capita (metric tons of carbon dioxide),0.2
Sri Lanka,1985,Emissions per capita (metric tons of carbon dioxide),0.3
Sri Lanka,1995,Emissions per capita (metric tons of carbon dioxide),0.3
Sri Lanka,2005,Emissions per capita (metric tons of carbon dioxide),0.6
Sri Lanka,2010,Emissions per capita (metric tons of carbon dioxide),0.7
Sri Lanka,2012,Emissions per capita (metric tons of carbon dioxide),0.8
Sri Lanka,2013,Emissions per capita (metric tons of carbon dioxide),0.8
Sri Lanka,2014,Emissions per capita (metric tons of carbon dioxide),0.9
State of Palestine,1995,Emissions (thousand metric tons of carbon dioxide),946
State of Palestine,2005,Emissions (thousand metric tons of carbon dioxide),"2,743"
State of Palestine,2010,Emissions (thousand metric tons of carbon dioxide),"2,035"
State of Palestine,2012,Emissions (thousand metric tons of carbon dioxide),"2,200"
State of Palestine,2013,Emissions (thousand metric tons of carbon dioxide),"2,439"
State of Palestine,2014,Emissions (thousand metric tons of carbon dioxide),"2,838"
State of Palestine,1995,Emissions per capita (metric tons of carbon dioxide),0.4
State of Palestine,2005,Emissions per capita (metric tons of carbon dioxide),0.8
State of Palestine,2010,Emissions per capita (metric tons of carbon dioxide),0.5
State of Palestine,2012,Emissions per capita (metric tons of carbon dioxide),0.5
State of Palestine,2013,Emissions per capita (metric tons of carbon dioxide),0.6
State of Palestine,2014,Emissions per capita (metric tons of carbon dioxide),0.6
Sudan,2012,Emissions (thousand metric tons of carbon dioxide),"14,642"
Sudan,2013,Emissions (thousand metric tons of carbon dioxide),"15,475"
Sudan,2014,Emissions (thousand metric tons of carbon dioxide),"15,365"
Sudan,2012,Emissions per capita (metric tons of carbon dioxide),0.4
Sudan,2013,Emissions per capita (metric tons of carbon dioxide),0.4
Sudan,2014,Emissions per capita (metric tons of carbon dioxide),0.4
Sudan [former],1975,Emissions (thousand metric tons of carbon dioxide),"4,239"
Sudan [former],1985,Emissions (thousand metric tons of carbon dioxide),"4,074"
Sudan [former],1995,Emissions (thousand metric tons of carbon dioxide),"4,298"
Sudan [former],2005,Emissions (thousand metric tons of carbon dioxide),"10,983"
Sudan [former],2010,Emissions (thousand metric tons of carbon dioxide),"15,940"
Sudan [former],1975,Emissions per capita (metric tons of carbon dioxide),0.3
Sudan [former],1985,Emissions per capita (metric tons of carbon dioxide),0.2
Sudan [former],1995,Emissions per capita (metric tons of carbon dioxide),0.1
Sudan [former],2005,Emissions per capita (metric tons of carbon dioxide),0.3
Sudan [former],2010,Emissions per capita (metric tons of carbon dioxide),0.4
Suriname,1975,Emissions (thousand metric tons of carbon dioxide),"2,021"
Suriname,1985,Emissions (thousand metric tons of carbon dioxide),"1,599"
Suriname,1995,Emissions (thousand metric tons of carbon dioxide),"2,065"
Suriname,2005,Emissions (thousand metric tons of carbon dioxide),"1,595"
Suriname,2010,Emissions (thousand metric tons of carbon dioxide),"2,402"
Suriname,2012,Emissions (thousand metric tons of carbon dioxide),"2,259"
Suriname,2013,Emissions (thousand metric tons of carbon dioxide),"1,918"
Suriname,2014,Emissions (thousand metric tons of carbon dioxide),"1,991"
Suriname,1975,Emissions per capita (metric tons of carbon dioxide),5.5
Suriname,1985,Emissions per capita (metric tons of carbon dioxide),4.3
Suriname,1995,Emissions per capita (metric tons of carbon dioxide),4.7
Suriname,2005,Emissions per capita (metric tons of carbon dioxide),3.2
Suriname,2010,Emissions per capita (metric tons of carbon dioxide),4.6
Suriname,2012,Emissions per capita (metric tons of carbon dioxide),4.3
Suriname,2013,Emissions per capita (metric tons of carbon dioxide),3.6
Suriname,2014,Emissions per capita (metric tons of carbon dioxide),3.7
Swaziland,1975,Emissions (thousand metric tons of carbon dioxide),337
Swaziland,1985,Emissions (thousand metric tons of carbon dioxide),440
Swaziland,1995,Emissions (thousand metric tons of carbon dioxide),455
Swaziland,2005,Emissions (thousand metric tons of carbon dioxide),"1,019"
Swaziland,2010,Emissions (thousand metric tons of carbon dioxide),"1,038"
Swaziland,2012,Emissions (thousand metric tons of carbon dioxide),"1,206"
Swaziland,2013,Emissions (thousand metric tons of carbon dioxide),"1,089"
Swaziland,2014,Emissions (thousand metric tons of carbon dioxide),"1,203"
Swaziland,1975,Emissions per capita (metric tons of carbon dioxide),0.7
Swaziland,1985,Emissions per capita (metric tons of carbon dioxide),0.6
Swaziland,1995,Emissions per capita (metric tons of carbon dioxide),0.5
Swaziland,2005,Emissions per capita (metric tons of carbon dioxide),0.9
Swaziland,2010,Emissions per capita (metric tons of carbon dioxide),0.9
Swaziland,2012,Emissions per capita (metric tons of carbon dioxide),1
Swaziland,2013,Emissions per capita (metric tons of carbon dioxide),0.9
Swaziland,2014,Emissions per capita (metric tons of carbon dioxide),1
Sweden,1975,Emissions (thousand metric tons of carbon dioxide),"80,824"
Sweden,1985,Emissions (thousand metric tons of carbon dioxide),"62,394"
Sweden,1995,Emissions (thousand metric tons of carbon dioxide),"55,155"
Sweden,2005,Emissions (thousand metric tons of carbon dioxide),"51,562"
Sweden,2010,Emissions (thousand metric tons of carbon dioxide),"52,024"
Sweden,2012,Emissions (thousand metric tons of carbon dioxide),"47,048"
Sweden,2013,Emissions (thousand metric tons of carbon dioxide),"44,847"
Sweden,2014,Emissions (thousand metric tons of carbon dioxide),"43,421"
Sweden,1975,Emissions per capita (metric tons of carbon dioxide),9.9
Sweden,1985,Emissions per capita (metric tons of carbon dioxide),7.5
Sweden,1995,Emissions per capita (metric tons of carbon dioxide),6.2
Sweden,2005,Emissions per capita (metric tons of carbon dioxide),5.7
Sweden,2010,Emissions per capita (metric tons of carbon dioxide),5.5
Sweden,2012,Emissions per capita (metric tons of carbon dioxide),4.9
Sweden,2013,Emissions per capita (metric tons of carbon dioxide),4.7
Sweden,2014,Emissions per capita (metric tons of carbon dioxide),4.5
Switzerland,1975,Emissions (thousand metric tons of carbon dioxide),"39,098"
Switzerland,1985,Emissions (thousand metric tons of carbon dioxide),"39,827"
Switzerland,1995,Emissions (thousand metric tons of carbon dioxide),"39,226"
Switzerland,2005,Emissions (thousand metric tons of carbon dioxide),"41,338"
Switzerland,2010,Emissions (thousand metric tons of carbon dioxide),"38,995"
Switzerland,2012,Emissions (thousand metric tons of carbon dioxide),"37,774"
Switzerland,2013,Emissions (thousand metric tons of carbon dioxide),"40,227"
Switzerland,2014,Emissions (thousand metric tons of carbon dioxide),"35,306"
Switzerland,1975,Emissions per capita (metric tons of carbon dioxide),6.1
Switzerland,1985,Emissions per capita (metric tons of carbon dioxide),6.1
Switzerland,1995,Emissions per capita (metric tons of carbon dioxide),5.5
Switzerland,2005,Emissions per capita (metric tons of carbon dioxide),5.5
Switzerland,2010,Emissions per capita (metric tons of carbon dioxide),5
Switzerland,2012,Emissions per capita (metric tons of carbon dioxide),4.7
Switzerland,2013,Emissions per capita (metric tons of carbon dioxide),5
Switzerland,2014,Emissions per capita (metric tons of carbon dioxide),4.3
Syrian Arab Republic,1975,Emissions (thousand metric tons of carbon dioxide),"11,184"
Syrian Arab Republic,1985,Emissions (thousand metric tons of carbon dioxide),"29,651"
Syrian Arab Republic,1995,Emissions (thousand metric tons of carbon dioxide),"41,664"
Syrian Arab Republic,2005,Emissions (thousand metric tons of carbon dioxide),"50,627"
Syrian Arab Republic,2010,Emissions (thousand metric tons of carbon dioxide),"61,606"
Syrian Arab Republic,2012,Emissions (thousand metric tons of carbon dioxide),"44,730"
Syrian Arab Republic,2013,Emissions (thousand metric tons of carbon dioxide),"36,439"
Syrian Arab Republic,2014,Emissions (thousand metric tons of carbon dioxide),"30,704"
Syrian Arab Republic,1975,Emissions per capita (metric tons of carbon dioxide),1.5
Syrian Arab Republic,1985,Emissions per capita (metric tons of carbon dioxide),2.8
Syrian Arab Republic,1995,Emissions per capita (metric tons of carbon dioxide),2.9
Syrian Arab Republic,2005,Emissions per capita (metric tons of carbon dioxide),2.8
Syrian Arab Republic,2010,Emissions per capita (metric tons of carbon dioxide),3
Syrian Arab Republic,2012,Emissions per capita (metric tons of carbon dioxide),2.2
Syrian Arab Republic,2013,Emissions per capita (metric tons of carbon dioxide),1.9
Syrian Arab Republic,2014,Emissions per capita (metric tons of carbon dioxide),1.7
Tajikistan,1995,Emissions (thousand metric tons of carbon dioxide),"2,450"
Tajikistan,2005,Emissions (thousand metric tons of carbon dioxide),"2,442"
Tajikistan,2010,Emissions (thousand metric tons of carbon dioxide),"2,545"
Tajikistan,2012,Emissions (thousand metric tons of carbon dioxide),"2,934"
Tajikistan,2013,Emissions (thousand metric tons of carbon dioxide),"3,480"
Tajikistan,2014,Emissions (thousand metric tons of carbon dioxide),"5,189"
Tajikistan,1995,Emissions per capita (metric tons of carbon dioxide),0.4
Tajikistan,2005,Emissions per capita (metric tons of carbon dioxide),0.4
Tajikistan,2010,Emissions per capita (metric tons of carbon dioxide),0.3
Tajikistan,2012,Emissions per capita (metric tons of carbon dioxide),0.4
Tajikistan,2013,Emissions per capita (metric tons of carbon dioxide),0.4
Tajikistan,2014,Emissions per capita (metric tons of carbon dioxide),0.6
Thailand,1975,Emissions (thousand metric tons of carbon dioxide),"24,408"
Thailand,1985,Emissions (thousand metric tons of carbon dioxide),"48,672"
Thailand,1995,Emissions (thousand metric tons of carbon dioxide),"161,154"
Thailand,2005,Emissions (thousand metric tons of carbon dioxide),"247,467"
Thailand,2010,Emissions (thousand metric tons of carbon dioxide),"281,926"
Thailand,2012,Emissions (thousand metric tons of carbon dioxide),"296,598"
Thailand,2013,Emissions (thousand metric tons of carbon dioxide),"300,089"
Thailand,2014,Emissions (thousand metric tons of carbon dioxide),"316,213"
Thailand,1975,Emissions per capita (metric tons of carbon dioxide),0.6
Thailand,1985,Emissions per capita (metric tons of carbon dioxide),0.9
Thailand,1995,Emissions per capita (metric tons of carbon dioxide),2.7
Thailand,2005,Emissions per capita (metric tons of carbon dioxide),3.7
Thailand,2010,Emissions per capita (metric tons of carbon dioxide),4.2
Thailand,2012,Emissions per capita (metric tons of carbon dioxide),4.4
Thailand,2013,Emissions per capita (metric tons of carbon dioxide),4.4
Thailand,2014,Emissions per capita (metric tons of carbon dioxide),4.7
TFYR of Macedonia,1995,Emissions (thousand metric tons of carbon dioxide),"10,840"
TFYR of Macedonia,2005,Emissions (thousand metric tons of carbon dioxide),"11,280"
TFYR of Macedonia,2010,Emissions (thousand metric tons of carbon dioxide),"8,603"
TFYR of Macedonia,2012,Emissions (thousand metric tons of carbon dioxide),"8,966"
TFYR of Macedonia,2013,Emissions (thousand metric tons of carbon dioxide),"7,847"
TFYR of Macedonia,2014,Emissions (thousand metric tons of carbon dioxide),"7,510"
TFYR of Macedonia,1995,Emissions per capita (metric tons of carbon dioxide),5.5
TFYR of Macedonia,2005,Emissions per capita (metric tons of carbon dioxide),5.5
TFYR of Macedonia,2010,Emissions per capita (metric tons of carbon dioxide),4.2
TFYR of Macedonia,2012,Emissions per capita (metric tons of carbon dioxide),4.3
TFYR of Macedonia,2013,Emissions per capita (metric tons of carbon dioxide),3.8
TFYR of Macedonia,2014,Emissions per capita (metric tons of carbon dioxide),3.6
Timor-Leste,2005,Emissions (thousand metric tons of carbon dioxide),176
Timor-Leste,2010,Emissions (thousand metric tons of carbon dioxide),235
Timor-Leste,2012,Emissions (thousand metric tons of carbon dioxide),293
Timor-Leste,2013,Emissions (thousand metric tons of carbon dioxide),440
Timor-Leste,2014,Emissions (thousand metric tons of carbon dioxide),469
Timor-Leste,2005,Emissions per capita (metric tons of carbon dioxide),0.2
Timor-Leste,2010,Emissions per capita (metric tons of carbon dioxide),0.2
Timor-Leste,2012,Emissions per capita (metric tons of carbon dioxide),0.3
Timor-Leste,2013,Emissions per capita (metric tons of carbon dioxide),0.4
Timor-Leste,2014,Emissions per capita (metric tons of carbon dioxide),0.4
Togo,1975,Emissions (thousand metric tons of carbon dioxide),312
Togo,1985,Emissions (thousand metric tons of carbon dioxide),550
Togo,1995,Emissions (thousand metric tons of carbon dioxide),953
Togo,2005,Emissions (thousand metric tons of carbon dioxide),"1,338"
Togo,2010,Emissions (thousand metric tons of carbon dioxide),"2,640"
Togo,2012,Emissions (thousand metric tons of carbon dioxide),"2,486"
Togo,2013,Emissions (thousand metric tons of carbon dioxide),"2,659"
Togo,2014,Emissions (thousand metric tons of carbon dioxide),"2,622"
Togo,1975,Emissions per capita (metric tons of carbon dioxide),0.1
Togo,1985,Emissions per capita (metric tons of carbon dioxide),0.2
Togo,1995,Emissions per capita (metric tons of carbon dioxide),0.2
Togo,2005,Emissions per capita (metric tons of carbon dioxide),0.3
Togo,2010,Emissions per capita (metric tons of carbon dioxide),0.4
Togo,2012,Emissions per capita (metric tons of carbon dioxide),0.4
Togo,2013,Emissions per capita (metric tons of carbon dioxide),0.4
Togo,2014,Emissions per capita (metric tons of carbon dioxide),0.4
Tonga,1975,Emissions (thousand metric tons of carbon dioxide),33
Tonga,1985,Emissions (thousand metric tons of carbon dioxide),48
Tonga,1995,Emissions (thousand metric tons of carbon dioxide),95
Tonga,2005,Emissions (thousand metric tons of carbon dioxide),114
Tonga,2010,Emissions (thousand metric tons of carbon dioxide),117
Tonga,2012,Emissions (thousand metric tons of carbon dioxide),106
Tonga,2013,Emissions (thousand metric tons of carbon dioxide),114
Tonga,2014,Emissions (thousand metric tons of carbon dioxide),121
Tonga,1975,Emissions per capita (metric tons of carbon dioxide),0.4
Tonga,1985,Emissions per capita (metric tons of carbon dioxide),0.5
Tonga,1995,Emissions per capita (metric tons of carbon dioxide),1
Tonga,2005,Emissions per capita (metric tons of carbon dioxide),1.1
Tonga,2010,Emissions per capita (metric tons of carbon dioxide),1.1
Tonga,2012,Emissions per capita (metric tons of carbon dioxide),1
Tonga,2013,Emissions per capita (metric tons of carbon dioxide),1.1
Tonga,2014,Emissions per capita (metric tons of carbon dioxide),1.1
Trinidad and Tobago,1975,Emissions (thousand metric tons of carbon dioxide),"9,622"
Trinidad and Tobago,1985,Emissions (thousand metric tons of carbon dioxide),"20,755"
Trinidad and Tobago,1995,Emissions (thousand metric tons of carbon dioxide),"17,022"
Trinidad and Tobago,2005,Emissions (thousand metric tons of carbon dioxide),"38,151"
Trinidad and Tobago,2010,Emissions (thousand metric tons of carbon dioxide),"47,935"
Trinidad and Tobago,2012,Emissions (thousand metric tons of carbon dioxide),"45,419"
Trinidad and Tobago,2013,Emissions (thousand metric tons of carbon dioxide),"46,542"
Trinidad and Tobago,2014,Emissions (thousand metric tons of carbon dioxide),"46,274"
Trinidad and Tobago,1975,Emissions per capita (metric tons of carbon dioxide),9.5
Trinidad and Tobago,1985,Emissions per capita (metric tons of carbon dioxide),17.7
Trinidad and Tobago,1995,Emissions per capita (metric tons of carbon dioxide),13.5
Trinidad and Tobago,2005,Emissions per capita (metric tons of carbon dioxide),29
Trinidad and Tobago,2010,Emissions per capita (metric tons of carbon dioxide),36.1
Trinidad and Tobago,2012,Emissions per capita (metric tons of carbon dioxide),33.8
Trinidad and Tobago,2013,Emissions per capita (metric tons of carbon dioxide),34.5
Trinidad and Tobago,2014,Emissions per capita (metric tons of carbon dioxide),34.2
Tunisia,1975,Emissions (thousand metric tons of carbon dioxide),"5,548"
Tunisia,1985,Emissions (thousand metric tons of carbon dioxide),"11,940"
Tunisia,1995,Emissions (thousand metric tons of carbon dioxide),"15,735"
Tunisia,2005,Emissions (thousand metric tons of carbon dioxide),"22,662"
